age	male	risk_cons	risk_cons_uci	risk_cons_lci	risk_respiratory	risk_respiratory_uci	risk_respiratory_lci	risk_cf	risk_cf_uci	risk_cf_lci	risk_asthmacat_2	risk_asthmacat_2_uci	risk_asthmacat_2_lci	risk_asthmacat_3	risk_asthmacat_3_uci	risk_asthmacat_3_lci	risk_cardiac	risk_cardiac_uci	risk_cardiac_lci	risk_diabcat_2	risk_diabcat_2_uci	risk_diabcat_2_lci	risk_diabcat_3	risk_diabcat_3_uci	risk_diabcat_3_lci	risk_diabcat_4	risk_diabcat_4_uci	risk_diabcat_4_lci	risk_hypertension	risk_hypertension_uci	risk_hypertension_lci	risk_af	risk_af_uci	risk_af_lci	risk_dvt_pe	risk_dvt_pe_uci	risk_dvt_pe_lci	risk_pad	risk_pad_uci	risk_pad_lci	risk_cancerExhaem_2	risk_cancerExhaem_2_uci	risk_cancerExhaem_2_lci	risk_cancerExhaem_3	risk_cancerExhaem_3_uci	risk_cancerExhaem_3_lci	risk_cancerExhaem_4	risk_cancerExhaem_4_uci	risk_cancerExhaem_4_lci	risk_cancerHaem_2	risk_cancerHaem_2_uci	risk_cancerHaem_2_lci	risk_cancerHaem_3	risk_cancerHaem_3_uci	risk_cancerHaem_3_lci	risk_cancerHaem_4	risk_cancerHaem_4_uci	risk_cancerHaem_4_lci	risk_liver	risk_liver_uci	risk_liver_lci	risk_stroke	risk_stroke_uci	risk_stroke_lci	risk_dementia	risk_dementia_uci	risk_dementia_lci	risk_tia	risk_tia_uci	risk_tia_lci	risk_neuro	risk_neuro_uci	risk_neuro_lci	risk_kidneyfn_2	risk_kidneyfn_2_uci	risk_kidneyfn_2_lci	risk_kidneyfn_3	risk_kidneyfn_3_uci	risk_kidneyfn_3_lci	risk_transplant	risk_transplant_uci	risk_transplant_lci	risk_dialysis	risk_dialysis_uci	risk_dialysis_lci	risk_spleen	risk_spleen_uci	risk_spleen_lci	risk_autoimmune	risk_autoimmune_uci	risk_autoimmune_lci	risk_ibd	risk_ibd_uci	risk_ibd_lci	risk_immunosuppression	risk_immunosuppression_uci	risk_immunosuppression_lci	risk_smi	risk_smi_uci	risk_smi_lci	risk_ldr	risk_ldr_uci	risk_ldr_lci	risk_ds	risk_ds_uci	risk_ds_lci	p50	p70	p80	p90
18	1	5.49e-06	.0000402	7.75e-07	9.91e-06	.0000867	1.13e-06	9.21e-15		0	4.54e-06	.0000345	5.96e-07	.0000119	.0001243	1.13e-06	9.78e-06	.0000786	1.19e-06	.0000178	.0001414	2.21e-06	.0000214	.0001714	2.68e-06	.0000362	.0002913	4.53e-06	5.69e-06	.0000442	7.15e-07	3.59e-06	.0000415	2.98e-07	.000015	.0001246	1.79e-06	.0000253	.0002401	2.68e-06	.0000848	.0008613	8.34e-06	.0000384	.0003839	3.81e-06	.0000276	.0002586	2.92e-06	.0001427	.0017592	.0000116	.000071	.0008378	6.02e-06	.0000266	.0003054	2.32e-06	.0000216	.0001808	2.56e-06	.0000158	.0001458	1.73e-06	.0000609	.0005486	6.74e-06	3.06e-06	.0000558	1.79e-07	.0000166	.0001478	1.85e-06	.0000127	.000127	1.25e-06	.0000213	.0003042	1.49e-06	4.48e-06	.0000672	2.98e-07	.0000169	.0002625	1.07e-06	7.55e-15		0	3.62e-06	.0000324	4.17e-07	.0000126	.0001162	1.37e-06	.0000193	.0003299	1.13e-06	5.52e-06	.0000524	5.96e-07	.0000288	.00023	3.58e-06	.0000324	.0003144	3.34e-06	.0000159	.0000368	.0000587	.0001128
19	1	6.47e-06	.0000427	9.54e-07	.0000117	.0000931	1.49e-06	1.09e-14		0	5.35e-06	.0000368	7.75e-07	.000014	.0001343	1.49e-06	.0000115	.0000841	1.55e-06	.0000209	.0001511	2.92e-06	.0000252	.0001833	3.46e-06	.0000427	.0003116	5.84e-06	6.71e-06	.0000471	9.54e-07	4.24e-06	.0000451	4.17e-07	.0000177	.0001335	2.32e-06	.0000298	.0002587	3.46e-06	.0000999	.0009304	.0000107	.0000452	.0004146	4.95e-06	.0000325	.0002782	3.81e-06	.0001682	.0019141	.0000148	.0000837	.0009096	7.69e-06	.0000313	.0003313	2.98e-06	.0000255	.0001936	3.34e-06	.0000186	.0001569	2.21e-06	.0000717	.0005904	8.70e-06	3.61e-06	.0000615	2.38e-07	.0000195	.0001586	2.38e-06	.0000149	.0001372	1.61e-06	.0000251	.0003325	1.91e-06	5.28e-06	.0000735	3.58e-07	.00002	.0002874	1.37e-06	8.88e-15		0	4.26e-06	.0000349	5.36e-07	.0000148	.0001251	1.79e-06	.0000227	.0003622	1.43e-06	6.50e-06	.0000564	7.75e-07	.0000339	.000246	4.65e-06	.0000382	.0003386	4.29e-06	.0000159	.0000368	.0000587	.0001128
20	1	7.62e-06	.0000457	1.25e-06	.0000138	.0001004	1.91e-06	1.28e-14		0	6.31e-06	.0000394	1.01e-06	.0000165	.0001458	1.91e-06	.0000136	.0000904	2.03e-06	.0000247	.0001621	3.76e-06	.0000297	.0001967	4.47e-06	.0000503	.0003345	7.57e-06	7.91e-06	.0000505	1.25e-06	5.00e-06	.0000491	5.36e-07	.0000208	.0001436	3.04e-06	.0000351	.0002799	4.41e-06	.0001178	.0010094	.0000138	.0000533	.0004496	6.32e-06	.0000383	.0003006	4.89e-06	.0001983	.002092	.0000188	.0000986	.0009919	9.83e-06	.0000369	.0003608	3.76e-06	.00003	.0002081	4.35e-06	.000022	.0001696	2.86e-06	.0000846	.0006381	.0000112	4.26e-06	.0000678	2.38e-07	.000023	.000171	3.10e-06	.0000176	.0001489	2.09e-06	.0000296	.0003651	2.38e-06	6.22e-06	.0000807	4.77e-07	.0000236	.0003161	1.73e-06	1.04e-14		0	5.03e-06	.0000377	6.56e-07	.0000175	.000135	2.26e-06	.0000268	.0003995	1.79e-06	7.67e-06	.000061	9.54e-07	.00004	.0002642	6.08e-06	.0000451	.0003663	5.54e-06	.0000159	.0000368	.0000587	.0001128
21	1	8.99e-06	.0000489	1.67e-06	.0000162	.0001088	2.44e-06	1.51e-14		0	7.44e-06	.0000424	1.31e-06	.0000195	.0001591	2.38e-06	.000016	.0000976	2.62e-06	.0000291	.0001747	4.83e-06	.0000351	.0002121	5.78e-06	.0000593	.0003608	9.78e-06	9.33e-06	.0000544	1.61e-06	5.89e-06	.0000538	6.56e-07	.0000246	.0001551	3.87e-06	.0000414	.0003043	5.66e-06	.0001389	.0011003	.0000175	.0000629	.00049	8.05e-06	.0000452	.0003262	6.26e-06	.0002338	.0022975	.0000238	.0001163	.0010868	.0000125	.0000436	.000395	4.83e-06	.0000354	.0002248	5.54e-06	.0000259	.0001842	3.64e-06	.0000997	.000693	.0000144	5.02e-06	.0000753	3.58e-07	.0000271	.0001852	3.99e-06	.0000208	.0001623	2.68e-06	.0000349	.0004028	3.04e-06	7.34e-06	.000089	5.96e-07	.0000278	.0003492	2.21e-06	1.23e-14		0	5.93e-06	.0000408	8.34e-07	.0000206	.0001464	2.92e-06	.0000316	.0004426	2.26e-06	9.04e-06	.0000663	1.25e-06	.0000471	.000285	7.81e-06	.0000531	.000398	7.09e-06	.0000159	.0000368	.0000587	.0001128
22	1	.0000106	.0000528	2.15e-06	.0000191	.0001186	3.10e-06	1.78e-14		0	8.77e-06	.0000458	1.67e-06	.000023	.0001744	3.04e-06	.0000189	.0001059	3.34e-06	.0000343	.0001892	6.20e-06	.0000413	.0002298	7.45e-06	.00007	.0003911	.0000125	.000011	.0000588	2.09e-06	6.94e-06	.0000593	8.34e-07	.000029	.0001684	5.01e-06	.0000488	.0003326	7.15e-06	.0001637	.0012058	.0000222	.0000741	.0005369	.0000103	.0000533	.000356	7.99e-06	.0002756	.0025365	.0000299	.0001371	.001197	.0000157	.0000513	.0004347	6.08e-06	.0000417	.000244	7.15e-06	.0000305	.000201	4.65e-06	.0001176	.0007567	.0000182	5.92e-06	.0000839	4.17e-07	.000032	.0002016	5.07e-06	.0000245	.0001779	3.34e-06	.0000412	.0004467	3.81e-06	8.65e-06	.0000988	7.75e-07	.0000327	.0003878	2.74e-06	1.45e-14		0	6.99e-06	.0000445	1.07e-06	.0000243	.0001597	3.70e-06	.0000373	.0004929	2.80e-06	.0000107	.0000724	1.55e-06	.0000556	.000309	.00001	.0000626	.0004347	9.00e-06	.0000159	.0000368	.0000587	.0001128
23	1	.0000125	.0000572	2.74e-06	.0000226	.00013	3.93e-06	2.10e-14		0	.0000103	.0000499	2.15e-06	.0000271	.0001924	3.81e-06	.0000223	.0001156	4.29e-06	.0000404	.0002062	7.93e-06	.0000487	.0002505	9.48e-06	.0000825	.0004266	.0000159	.000013	.000064	2.62e-06	8.18e-06	.0000657	1.01e-06	.0000341	.000184	6.32e-06	.0000576	.0003657	9.06e-06	.000193	.0013294	.000028	.0000874	.0005918	.0000129	.0000628	.0003908	.0000101	.0003249	.0028168	.0000374	.0001616	.0013262	.0000197	.0000605	.0004811	7.63e-06	.0000492	.0002664	9.06e-06	.000036	.0002208	5.84e-06	.0001386	.0008312	.0000231	6.98e-06	.0000941	5.36e-07	.0000377	.0002208	6.44e-06	.0000288	.0001961	4.23e-06	.0000485	.0004982	4.71e-06	.0000102	.0001101	9.54e-07	.0000386	.0004331	3.46e-06	1.71e-14		0	8.24e-06	.0000489	1.37e-06	.0000287	.0001752	4.71e-06	.0000439	.0005518	3.52e-06	.0000126	.0000795	1.97e-06	.0000655	.000337	.0000128	.0000738	.0004776	.0000114	.0000159	.0000368	.0000587	.0001128
24	1	.0000147	.0000625	3.46e-06	.0000266	.0001435	4.95e-06	2.48e-14		0	.0000122	.0000547	2.74e-06	.000032	.0002137	4.77e-06	.0000262	.0001272	5.42e-06	.0000477	.0002263	.00001	.0000574	.000275	.000012	.0000972	.0004686	.0000201	.0000153	.0000702	3.34e-06	9.65e-06	.0000733	1.25e-06	.0000402	.0002025	7.99e-06	.0000679	.0004048	.0000114	.0002275	.0014757	.000035	.000103	.0006568	.0000162	.000074	.0004319	.0000127	.000383	.0031482	.0000466	.0001905	.001479	.0000245	.0000713	.0005361	9.48e-06	.000058	.000293	.0000114	.0000424	.0002443	7.39e-06	.0001633	.0009197	.000029	8.22e-06	.0001061	6.56e-07	.0000445	.0002435	8.11e-06	.000034	.0002177	5.30e-06	.0000572	.0005592	5.84e-06	.000012	.0001236	1.19e-06	.0000455	.0004865	4.23e-06	2.02e-14		0	9.71e-06	.000054	1.73e-06	.0000338	.0001936	5.90e-06	.0000518	.0006214	4.29e-06	.0000148	.0000879	2.50e-06	.0000772	.0003703	.0000161	.000087	.0005285	.0000143	.0000159	.0000368	.0000587	.0001128
25	1	.0000174	.0000688	4.35e-06	.0000313	.0001596	6.14e-06	2.92e-14		0	.0000144	.0000604	3.40e-06	.0000377	.0002391	5.90e-06	.0000309	.000141	6.79e-06	.0000562	.0002504	.0000126	.0000677	.0003044	.000015	.0001146	.0005189	.0000253	.000018	.0000775	4.17e-06	.0000114	.0000823	1.55e-06	.0000474	.0002246	.00001	.00008	.0004517	.0000142	.0002681	.0016503	.0000435	.0001214	.0007345	.00002	.0000872	.0004811	.0000158	.0004513	.0035429	.0000574	.0002245	.0016608	.0000303	.0000841	.0006016	.0000117	.0000683	.0003248	.0000144	.00005	.0002723	9.18e-06	.0001925	.0010256	.0000361	9.69e-06	.0001203	7.75e-07	.0000524	.0002707	.0000101	.0000401	.0002435	6.62e-06	.0000674	.0006316	7.21e-06	.0000142	.0001395	1.43e-06	.0000536	.00055	5.25e-06	2.39e-14		0	.0000114	.0000601	2.21e-06	.0000398	.0002155	7.33e-06	.000061	.0007041	5.30e-06	.0000174	.000098	3.10e-06	.000091	.0004101	.0000202	.0001026	.000589	.0000179	.0000159	.0000368	.0000587	.0001128
26	1	.0000204	.0000764	5.48e-06	.0000369	.0001792	7.63e-06	3.44e-14		0	.0000169	.0000674	4.23e-06	.0000444	.0002697	7.27e-06	.0000364	.0001578	8.40e-06	.0000662	.0002795	.0000157	.0000797	.0003399	.0000187	.0001349	.0005797	.0000314	.0000212	.0000864	5.19e-06	.0000134	.0000931	1.91e-06	.0000558	.0002512	.0000124	.0000942	.000508	.0000175	.0003157	.0018599	.0000535	.000143	.0008278	.0000247	.0001027	.0005401	.0000195	.0005315	.0040151	.0000703	.0002644	.0018786	.0000372	.000099	.00068	.0000144	.0000804	.0003631	.0000178	.0000589	.000306	.0000113	.0002267	.0011531	.0000445	.0000114	.0001373	9.54e-07	.0000617	.0003034	.0000126	.0000472	.0002745	8.11e-06	.0000794	.0007181	8.76e-06	.0000167	.0001585	1.73e-06	.0000631	.0006257	6.38e-06	2.81e-14		0	.0000135	.0000675	2.68e-06	.0000469	.0002419	9.06e-06	.0000719	.0008026	6.44e-06	.0000205	.0001101	3.81e-06	.0001072	.0004584	.0000251	.0001208	.0006618	.0000221	.0000159	.0000368	.0000587	.0001128
27	1	.0000241	.0000857	6.74e-06	.0000434	.0002028	9.30e-06	4.04e-14		0	.0000199	.0000758	5.25e-06	.0000522	.0003064	8.88e-06	.0000429	.0001781	.0000103	.0000779	.0003148	.0000193	.0000938	.000383	.000023	.0001588	.0006535	.0000386	.000025	.0000972	6.44e-06	.0000158	.0001061	2.32e-06	.0000657	.0002836	.0000153	.0001109	.000576	.0000213	.0003716	.0021124	.0000653	.0001683	.0009404	.0000301	.0001209	.0006115	.0000239	.0006256	.0045816	.0000853	.0003112	.0021402	.0000452	.0001165	.0007742	.0000175	.0000947	.0004096	.0000219	.0000693	.0003467	.0000138	.0002668	.0013074	.0000544	.0000134	.0001575	1.13e-06	.0000726	.0003429	.0000154	.0000555	.000312	9.89e-06	.0000935	.0008218	.0000106	.0000196	.0001813	2.15e-06	.0000743	.0007163	7.69e-06	3.30e-14		0	.0000159	.0000764	3.28e-06	.0000552	.0002738	.0000111	.0000846	.0009204	7.75e-06	.0000242	.0001248	4.71e-06	.0001262	.000517	.0000308	.0001422	.0007496	.0000269	.0000159	.0000368	.0000587	.0001128
