age	male	risk_cons	risk_cons_uci	risk_cons_lci	risk_respiratory	risk_respiratory_uci	risk_respiratory_lci	risk_cf	risk_cf_uci	risk_cf_lci	risk_asthmacat_2	risk_asthmacat_2_uci	risk_asthmacat_2_lci	risk_asthmacat_3	risk_asthmacat_3_uci	risk_asthmacat_3_lci	risk_cardiac	risk_cardiac_uci	risk_cardiac_lci	risk_diabcat_2	risk_diabcat_2_uci	risk_diabcat_2_lci	risk_diabcat_3	risk_diabcat_3_uci	risk_diabcat_3_lci	risk_diabcat_4	risk_diabcat_4_uci	risk_diabcat_4_lci	risk_hypertension	risk_hypertension_uci	risk_hypertension_lci	risk_af	risk_af_uci	risk_af_lci	risk_dvt_pe	risk_dvt_pe_uci	risk_dvt_pe_lci	risk_pad	risk_pad_uci	risk_pad_lci	risk_cancerExhaem_2	risk_cancerExhaem_2_uci	risk_cancerExhaem_2_lci	risk_cancerExhaem_3	risk_cancerExhaem_3_uci	risk_cancerExhaem_3_lci	risk_cancerExhaem_4	risk_cancerExhaem_4_uci	risk_cancerExhaem_4_lci	risk_cancerHaem_2	risk_cancerHaem_2_uci	risk_cancerHaem_2_lci	risk_cancerHaem_3	risk_cancerHaem_3_uci	risk_cancerHaem_3_lci	risk_cancerHaem_4	risk_cancerHaem_4_uci	risk_cancerHaem_4_lci	risk_liver	risk_liver_uci	risk_liver_lci	risk_stroke	risk_stroke_uci	risk_stroke_lci	risk_dementia	risk_dementia_uci	risk_dementia_lci	risk_tia	risk_tia_uci	risk_tia_lci	risk_neuro	risk_neuro_uci	risk_neuro_lci	risk_kidneyfn_2	risk_kidneyfn_2_uci	risk_kidneyfn_2_lci	risk_kidneyfn_3	risk_kidneyfn_3_uci	risk_kidneyfn_3_lci	risk_transplant	risk_transplant_uci	risk_transplant_lci	risk_dialysis	risk_dialysis_uci	risk_dialysis_lci	risk_spleen	risk_spleen_uci	risk_spleen_lci	risk_autoimmune	risk_autoimmune_uci	risk_autoimmune_lci	risk_ibd	risk_ibd_uci	risk_ibd_lci	risk_immunosuppression	risk_immunosuppression_uci	risk_immunosuppression_lci	risk_smi	risk_smi_uci	risk_smi_lci	risk_ldr	risk_ldr_uci	risk_ldr_lci	risk_ds	risk_ds_uci	risk_ds_lci	p50	p70	p80	p90
18	1	1	1	.0071543	1	1	.02156	.00032		0	1	1	.0061581	1	1	.0368707	1	1	.0179767	1	1	.0172623	1	1	.0174004	1	1	.0147433	1	1	.0118654	1	1	.0079151	1	1	.0181971	1	1	.0136713	1	1	.1840016	1	1	.0184264	1	1	.0096697	.0000565		0	.000105		0	.0002385		0	1	1	.0421753	1	1	.0065547	.000141		0	1	1	.0126291	1	1	.0430995	1	1	.0335613	1	1	.1267856	1	1	.0016758	1	1	.0046868	1	1	.0190578	1	1	.0192145	1	1	.0030568	1	1	.0787174	1	1	.0174578	1	1	.0174143	1	1	.0325369	1	1	1	1
19	1	1	1	.0079076	1	1	.0238107	.0003507		0	1	1	.0068063	1	1	.0406868	1	1	.0198559	1	1	.0190696	1	1	.0192216	1	1	.0162899	1	1	.0131114	1	1	.0087478	1	1	.0201005	1	1	.0151053	1	1	.2013776	1	1	.0203534	1	1	.0106874	.000062		0	.0001151		0	.0002614		0	1	1	.0465288	1	1	.0072446	.0001546		0	1	1	.0139534	1	1	.0475472	1	1	.0370389	1	1	.1392171	1	1	.0018528	1	1	.0051808	1	1	.0210522	1	1	.0212246	1	1	.003379	1	1	.0866554	1	1	.0192868	1	1	.0192353	1	1	.0359212	1	1	1	1
20	1	1	1	.008733	1	1	.0262726	.0003844		0	1	1	.0075165	1	1	.0448536	1	1	.021912	1	1	.0210474	1	1	.0212145	1	1	.017983	1	1	.0144756	1	1	.00966	1	1	.0221831	1	1	.0166752	1	1	.2200079	1	1	.0224621	1	1	.0118021	.0000679		0	.0001262		0	.0002865		0	1	1	.0512796	1	1	.0080005	.0001694		0	1	1	.0154034	1	1	.0524005	1	1	.0408372	1	1	.1526456	1	1	.0020468	1	1	.005722	1	1	.0232348	1	1	.0234241	1	1	.0037322	1	1	.0952796	1	1	.0212884	1	1	.0212278	1	1	.0396193	1	1	1	1
21	1	1	1	.0096364	1	1	.0289624	.0004213		0	1	1	.0082939	1	1	.0493976	1	1	.0241593	1	1	.0232095	1	1	.0233932	1	1	.0198346	1	1	.0159681	1	1	.0106584	1	1	.0244596	1	1	.0183923	1	1	.2399225	1	1	.024767	1	1	.0130221	.0000744		0	.0001383		0	.000314		0	1	1	.0564572	1	1	.0088279	.0001857		0	1	1	.0169893	1	1	.0576892	1	1	.0449807	1	1	.1671176	1	1	.0022593	1	1	.0063147	1	1	.0256205	1	1	.0258281	1	1	.004119	1	1	.104633	1	1	.0234768	1	1	.0234057	1	1	.0436556	1	1	1	1
22	1	1	1	.0106243	1	1	.0318979	.0004617		0	1	1	.009144	1	1	.0543464	1	1	.0266129	1	1	.0255706	1	1	.0257722	1	1	.0218575	1	1	.017599	1	1	.01175	1	1	.0269451	1	1	.0202684	1	1	.2611414	1	1	.0272837	1	1	.014356	.0000816		0	.0001516		0	.0003441		0	1	1	.0620921	1	1	.0097328	.0002035		0	1	1	.0187222	1	1	.0634446	1	1	.0494952	1	1	.1826761	1	1	.0024919	1	1	.006963	1	1	.0282255	1	1	.0284528	1	1	.0045421	1	1	.1147588	1	1	.0258667	1	1	.0257838	1	1	.0480553	1	1	1	1
23	1	1	1	.0117039	1	1	.0350989	.000506		0	1	1	.0100731	1	1	.0597305	1	1	.0292896	1	1	.028147	1	1	.028368	1	1	.0240657	1	1	.01938	1	1	.0129427	1	1	.0296568	1	1	.0223166	1	1	.2836792	1	1	.0300295	1	1	.0158134	.0000894		0	.0001661		0	.0003771		0	1	1	.0682178	1	1	.0107217	.000223		0	1	1	.0206142	1	1	.0697005	1	1	.0544088	1	1	.1993645	1	1	.0027462	1	1	.0076717	1	1	.0310677	1	1	.031316	1	1	.0050048	1	1	.1257033	1	1	.0284746	1	1	.0283784	1	1	.0528464	1	1	1	1
24	1	1	1	.0128845	1	1	.038591	.0005548		0	1	1	.0110891	1	1	.0655897	1	1	.0322112	1	1	.0309598	1	1	.0312019	1	1	.0264778	1	1	.0213262	1	1	.0142469	1	1	.0326167	1	1	.0245541	1	1	.3075691	1	1	.0330269	1	1	.0174067	.000098		0	.0001821		0	.0004134		0	1	1	.0748784	1	1	.0118032	.0002445		0	1	1	.0226813	1	1	.0765018	1	1	.0597585	1	1	.2172454	1	1	.0030246	1	1	.008447	1	1	.0341702	1	1	.0344411	1	1	.0055111	1	1	.1375287	1	1	.0313219	1	1	.0312106	1	1	.0580654	1	1	1	1
25	1	1	1	.0141773	1	1	.0424052	.0006084		0	1	1	.0122018	1	1	.071972	1	1	.0354043	1	1	.0340347	1	1	.0342996	1	1	.0291157	1	1	.0234556	1	1	.0156748	1	1	.0358517	1	1	.0270016	1	1	.3328519	1	1	.0363029	1	1	.019151	.0001075		0	.0001997		0	.0004534		0	1	1	.0821269	1	1	.0129875	.0002682		0	1	1	.0249428	1	1	.0839023	1	1	.0655892	1	1	.2363933	1	1	.0033299	1	1	.0092964	1	1	.0375609	1	1	.0378561	1	1	.0060659	1	1	.1503096	1	1	.0344345	1	1	.0343062	1	1	.0637561	1	1	1	1
26	1	1	1	.0155957	1	1	.0465784	.0006676		0	1	1	.0134228	1	1	.0789338	1	1	.0389001	1	1	.0374019	1	1	.0376917	1	1	.032006	1	1	.02579	1	1	.0172412	1	1	.0393934	1	1	.0296836	1	1	.3595697	1	1	.0398896	1	1	.0210642	.000118		0	.0002192		0	.0004976		0	1	1	.0900254	1	1	.0142871	.0002943		0	1	1	.0274213	1	1	.0919651	1	1	.0719533	1	1	.2568923	1	1	.0036651	1	1	.0102288	1	1	.0412731	1	1	.0415944	1	1	.0066751	1	1	.1641322	1	1	.037843	1	1	.0376954	1	1	.06997	1	1	1	1
27	1	1	1	.0171558	1	1	.051154	.0007332		0	1	1	.0147658	1	1	.0865417	1	1	.0427359	1	1	.0410974	1	1	.0414144	1	1	.0351799	1	1	.0283548	1	1	.0189638	1	1	.0432795	1	1	.0326294	1	1	.387765	1	1	.0438253	1	1	.0231674	.0001296		0	.0002407		0	.0005465		0	1	1	.0986472	1	1	.0157165	.0003232		0	1	1	.0301442	1	1	.1007645	1	1	.078913	1	1	.278836	1	1	.0040342	1	1	.0112548	1	1	.0453459	1	1	.0456954	1	1	.0073457	1	1	.1790962	1	1	.0415837	1	1	.0414145	1	1	.076768	1	1	1	1
